DATE,TIME,OPEN,HIGH,LOW,CLOSE,VOLUME
22/10/24,00:00,258.1,258.8,255.25,255.42,17064680
23/10/24,00:00,255.1,255.9,251.34,252.01,30420950
24/10/24,00:00,252.01,254.27,250.25,252.64,28764370
25/10/24,00:00,252.72,255.35,245.7,246.35,80587930
28/10/24,00:00,245.02,249.0,241.61,242.56,71940990
29/10/24,00:00,243.2,244.6,239.88,242.66,47134580
30/10/24,00:00,242.7,246.22,241.11,241.45,39826840
31/10/24,00:00,241.4,242.8,236.23,237.9,57274130
01/11/24,00:00,237.9,239.1,234.57,238.03,48370770
02/11/24,00:00,237.9,240.0,237.71,238.97,14895450
05/11/24,00:00,239.6,241.2,238.07,239.23,28172270
06/11/24,00:00,247.0,248.56,242.05,243.6,78965200
07/11/24,00:00,243.26,251.0,242.16,250.93,44425190
08/11/24,00:00,251.5,255.99,250.5,255.98,58086370
11/11/24,00:00,257.99,261.3,256.49,260.73,67847940
12/11/24,00:00,259.99,260.7,255.27,255.77,40926850
13/11/24,00:00,255.29,258.96,254.05,254.7,44540020
14/11/24,00:00,254.26,255.92,248.6,249.52,49011750
15/11/24,00:00,249.31,254.43,248.05,253.43,44201700
18/11/24,00:00,249.0,251.94,247.3,248.72,51559910
19/11/24,00:00,249.03,249.83,239.62,240.59,75474680
20/11/24,00:00,241.82,243.59,234.74,237.05,70349830
21/11/24,00:00,237.15,240.94,234.0,240.47,75143570
22/11/24,00:00,240.5,241.0,234.78,236.0,45621420
25/11/24,00:00,236.0,237.1,227.25,227.81,76469770
26/11/24,00:00,227.8,231.9,221.2,223.16,96795030
27/11/24,00:00,223.9,226.47,219.2,226.3,112457620
28/11/24,00:00,227.0,229.5,222.48,228.56,67840700
29/11/24,00:00,228.48,236.99,227.55,236.49,70303900
02/12/24,00:00,237.02,238.7,234.32,235.17,45142250
03/12/24,00:00,235.29,235.97,230.26,230.8,45322870
04/12/24,00:00,231.0,233.79,224.3,224.55,72417390
05/12/24,00:00,224.57,233.75,222.82,233.48,86989140
06/12/24,00:00,233.63,238.25,231.52,237.84,81096070
09/12/24,00:00,239.29,240.51,236.75,237.29,52493640
10/12/24,00:00,238.0,238.01,230.65,230.82,58740230
11/12/24,00:00,230.5,234.39,229.22,234.19,64914300
12/12/24,00:00,234.0,235.95,228.52,229.02,59171170
13/12/24,00:00,228.9,231.33,227.85,228.7,46124660
16/12/24,00:00,228.62,229.05,224.38,225.53,54593280
17/12/24,00:00,225.6,227.49,223.72,226.5,45885470
18/12/24,00:00,226.72,230.8,224.33,230.15,58056480
19/12/24,00:00,230.16,234.99,227.71,229.0,124061370
20/12/24,00:00,229.1,258.98,228.03,257.6,235186220
23/12/24,00:00,260.0,270.0,256.51,264.9,163165650
24/12/24,00:00,264.94,266.79,261.02,264.34,83808660
25/12/24,00:00,263.62,273.0,260.31,271.69,125539910
26/12/24,00:00,272.0,274.25,269.1,269.56,75735270
27/12/24,00:00,269.61,272.16,268.57,271.2,52144690
28/12/24,00:00,271.35,273.99,270.4,272.83,39585910
30/12/24,00:00,274.0,279.49,273.7,279.43,52633750
